C_YEAR,C_MNTH,LightCondition,C_RSUR,P_ISEV,C_WTHR,C_RSUR,C_CFIG
2012,9,1,2,2,1,1,21
2012,9,1,1,1,2,1,41
2012,9,1,1,1,1,1,21
2012,9,1,2,2,1,1,3
2012,9,4,2,1,1,1,3
2012,9,1,2,1,2,2,21
2012,9,1,1,1,2,1,36
2012,9,1,1,2,1,1,21
2012,9,1,1,1,1,1,24
2012,9,1,1,1,1,1,21
2012,9,3,2,1,2,1,1
2012,9,1,2,1,1,1,1
2012,9,1,2,1,2,1,1
2012,9,1,1,1,2,2,41
2012,9,1,2,2,3,2,3
2012,9,1,1,2,2,1,21
2012,9,1,2,1,1,1,23
2012,9,3,1,1,1,1,41
2012,9,1,1,1,2,2,24
2012,9,1,1,1,3,2,21
2012,9,1,1,2,1,1,21
2012,9,1,1,1,1,1,23
2012,9,1,1,2,2,1,33
2012,9,1,1,2,1,1,24
2012,9,4,2,2,1,1,3
2012,9,1,1,2,3,2,21
2012,9,1,1,1,1,1,22
2012,9,1,1,1,1,1,21
2012,9,1,2,2,1,1,3
2012,9,1,1,1,1,1,22
2012,9,3,2,1,1,1,1
2012,9,1,1,1,3,2,41
2012,9,4,2,2,3,2,2
2012,9,1,1,2,3,2,21
2012,9,1,2,1,3,2,1
2012,9,4,1,1,3,2,33
2012,9,1,1,1,1,1,21
2012,9,1,1,1,3,2,24
2012,9,4,1,1,3,2,21
2012,9,1,2,1,1,2,2
2012,9,1,2,1,2,2,2
2012,9,4,2,1,3,2,2
2012,9,1,1,2,1,1,21
2012,9,1,2,1,1,1,1
2012,9,1,1,1,1,1,31
2012,9,1,1,2,1,1,23
2012,9,4,1,1,1,1,2
2012,9,1,1,1,1,1,2
2012,9,4,2,1,1,1,1
2012,9,4,2,1,1,1,3
2012,9,4,2,2,1,1,3
2012,9,1,2,1,3,2,3
2012,9,1,2,1,3,2,41
2012,9,3,1,1,2,2,41
2012,10,1,1,1,1,1,32
2012,10,1,1,1,3,2,21
2012,10,3,1,1,1,1,1
2012,10,1,2,1,1,1,21
2012,10,1,2,1,1,1,1
2012,10,1,1,1,1,1,23
2012,10,1,1,2,1,1,21
2012,10,1,2,1,1,1,1
2012,10,3,2,1,1,1,1
2012,10,4,2,2,1,1,3
2012,10,1,1,1,2,1,21
2012,10,1,1,1,2,1,21
2012,10,1,1,2,3,2,41
2012,9,1,1,1,1,1,22
2012,3,1,2,1,1,1,21
2012,7,4,1,2,1,1,41
2012,3,4,1,1,1,1,1
2012,7,1,1,1,1,1,21
2012,8,1,2,1,1,1,22
2012,8,1,2,1,3,2,32
2012,9,1,1,1,3,2,41
2012,9,1,1,1,1,1,41
2012,9,1,2,1,2,2,32
2012,9,1,1,1,1,1,41
2012,9,4,1,2,2,1,2
2012,9,4,1,1,3,2,41
2012,9,1,1,1,2,2,3
2012,9,1,2,1,1,2,21
2012,9,1,2,1,3,2,2
2012,9,1,1,1,3,2,21
2012,9,4,2,2,1,1,3
2012,10,1,2,2,1,1,21
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,41
2012,6,1,1,1,1,1,32
2012,10,1,2,2,2,1,21
2012,10,3,2,1,1,1,1
2012,10,4,2,1,1,1,1
2012,10,4,2,1,1,1,3
2012,10,1,2,2,3,10,2
2012,10,1,1,2,3,2,21
2012,10,4,1,1,1,1,41
2012,10,1,1,1,1,1,21
2012,10,1,2,1,3,2,2
2012,10,1,1,1,1,1,21
2012,10,4,2,1,2,1,1
2012,10,1,1,1,1,1,21
2012,10,1,1,1,1,1,21
2012,10,3,2,1,2,1,23
2012,10,4,1,1,2,1,1
2012,10,1,2,2,1,1,21
2012,10,1,1,2,2,1,23
2012,10,1,2,2,2,1,21
2012,10,1,2,1,1,1,21
2012,10,1,1,2,1,1,21
2012,2,1,1,1,1,1,24
2012,10,1,1,2,1,1,21
2012,9,1,2,2,1,1,23
2012,7,1,2,1,1,1,21
2012,8,1,2,2,1,1,3
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,37
2012,9,4,1,2,1,1,23
2012,9,1,2,1,1,1,1
2012,9,1,2,1,1,1,23
2012,9,1,1,2,1,1,3
2012,9,1,1,2,1,1,33
2012,9,1,2,1,1,1,1
2012,9,1,1,1,1,1,1
2012,9,1,2,1,1,1,34
2012,9,1,1,1,1,1,37
2012,9,1,2,1,1,1,21
2012,9,1,1,2,1,1,37
2012,9,1,1,1,1,1,41
2012,9,4,1,1,3,2,41
2012,9,1,1,1,1,1,41
2012,9,4,2,1,2,2,3
2012,9,1,1,1,3,2,23
2012,9,1,2,2,2,1,21
2012,9,1,1,1,1,1,21
2012,9,1,1,1,3,2,21
2012,9,1,1,2,1,1,21
2012,9,1,1,2,1,1,21
2012,9,1,1,1,2,2,22
2012,9,1,1,1,1,1,23
2012,10,1,1,1,3,2,22
2012,10,1,1,1,1,2,21
2012,10,1,2,1,1,1,33
2012,10,1,2,1,1,1,33
2012,10,4,1,2,1,1,3
2012,10,1,2,2,1,1,4
2012,10,1,1,1,1,1,24
2012,10,1,2,1,1,1,21
2012,10,4,1,1,1,1,1
2012,10,1,2,1,1,1,21
2012,10,2,2,1,1,1,1
2012,8,1,1,2,1,1,23
2012,9,2,2,1,6,2,2
2012,9,1,1,1,1,1,2
2012,9,1,1,2,1,1,1
2012,10,1,2,1,3,2,2
2012,4,1,2,2,1,10,32
2012,8,1,2,2,1,1,21
2012,9,1,2,1,1,1,23
2012,9,1,2,2,1,1,21
2012,10,3,1,1,1,1,21
2012,5,4,1,1,1,1,41
2012,7,4,2,1,2,1,23
2012,7,1,2,1,1,1,21
2012,7,1,2,2,1,1,2
2012,8,1,1,2,1,1,21
2012,9,3,1,1,1,1,23
2012,9,1,2,1,1,1,3
2012,9,1,2,1,1,1,21
2012,9,1,2,2,3,2,3
2012,9,4,2,1,3,2,2
2012,9,4,2,1,1,1,1
2012,9,4,2,1,2,1,1
2012,9,1,1,2,2,2,21
2012,9,1,2,1,3,2,3
2012,9,1,1,1,1,1,33
2012,9,1,1,1,1,1,36
2012,9,1,2,1,1,1,3
2012,9,1,1,2,1,1,3
2012,9,4,2,1,3,2,2
2012,10,3,2,1,1,1,2
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,21
2012,10,3,2,1,1,1,2
2012,10,2,2,1,1,1,2
2012,10,1,2,2,1,1,34
2012,10,1,2,1,1,1,23
2012,10,1,1,1,1,1,21
2012,10,2,2,1,1,1,23
2012,10,1,1,2,1,1,21
2012,10,4,1,2,2,1,21
2012,10,1,2,1,2,1,37
2012,10,1,1,1,1,1,21
2012,10,1,2,2,1,1,21
2012,10,4,2,1,1,1,3
2012,10,4,1,2,2,1,37
2012,10,4,2,1,1,1,41
2012,10,1,2,2,2,2,21
2012,10,1,2,1,1,1,21
2012,10,4,1,1,2,1,1
2012,10,1,1,1,1,1,21
2012,10,1,2,2,2,1,2
2012,10,1,1,1,1,1,41
2012,10,4,1,1,2,1,23
2012,10,2,2,1,6,2,1
2012,10,3,1,1,1,1,33
2012,10,1,1,1,2,1,24
2012,10,1,1,1,1,1,21
2012,10,1,1,1,2,1,33
2012,10,1,1,1,1,1,41
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,3
2012,10,1,2,2,1,1,37
2012,10,4,2,1,2,2,32
2012,10,1,1,2,1,1,21
2012,10,1,2,1,2,1,23
2012,10,1,2,1,3,2,3
2012,10,1,2,2,1,1,21
2012,6,1,1,2,2,1,37
2012,10,1,1,2,1,1,24
2012,9,4,1,2,3,2,1
2012,9,4,1,2,2,1,31
2012,7,1,1,1,2,1,23
2012,8,1,1,1,1,1,41
2012,8,4,1,1,2,1,41
2012,8,1,1,2,2,1,23
2012,9,1,2,1,1,1,37
2012,9,3,1,1,1,1,33
2012,9,1,1,1,1,1,21
2012,9,1,1,2,2,1,23
2012,9,1,2,2,2,1,21
2012,9,1,2,1,1,1,3
2012,9,1,1,1,1,1,21
2012,9,1,1,1,1,1,22
2012,9,3,2,2,3,2,3
2012,10,4,1,1,1,1,21
2012,10,1,1,2,1,1,24
2012,10,1,1,1,2,1,23
2012,10,1,1,1,2,1,21
2012,10,1,2,1,1,7,3
2012,10,4,2,1,1,1,2
2012,10,1,2,1,1,1,21
2012,10,2,2,2,2,2,1
2012,10,3,2,2,2,1,1
2012,10,4,1,1,2,1,23
2012,10,1,2,1,1,1,34
2012,10,4,1,1,3,2,41
2012,10,4,1,3,1,1,3
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,1
2012,10,1,1,1,3,2,21
2012,10,4,1,1,3,2,23
2012,10,4,1,2,3,2,23
2012,10,4,2,1,5,2,1
2012,10,4,1,1,1,1,3
2012,10,4,1,2,1,1,33
2012,10,1,1,1,1,1,23
2012,10,1,1,2,1,1,3
2012,10,4,1,1,2,1,1
2012,10,4,1,2,2,1,37
2012,10,3,1,1,3,2,22
2012,10,1,2,1,2,1,1
2012,10,4,1,2,1,1,23
2012,10,1,1,1,1,1,22
2012,10,4,2,1,1,7,3
2012,10,1,2,1,1,1,2
2012,10,4,1,2,3,2,24
2012,10,2,2,1,3,2,1
2012,10,1,1,1,1,1,2
2012,10,1,1,1,3,2,21
2012,10,1,1,1,3,2,23
2012,10,1,2,1,1,1,3
2012,10,2,1,2,1,1,1
2012,5,1,1,2,1,1,3
2012,4,1,2,1,1,1,41
2012,9,4,1,3,2,1,31
2012,9,2,2,2,1,1,1
2012,10,3,2,1,1,1,41
2012,7,1,2,1,1,1,2
2012,8,1,1,1,3,2,21
2012,9,1,2,1,1,1,24
2012,9,1,2,1,3,2,3
2012,9,1,2,3,1,1,4
2012,9,1,1,1,1,1,24
2012,9,1,1,2,3,2,21
2012,10,1,1,1,1,1,21
2012,10,4,2,2,1,1,3
2012,10,4,2,1,1,1,1
2012,10,1,2,1,2,1,41
2012,10,1,1,2,2,1,21
2012,10,1,2,1,1,1,21
2012,10,1,2,1,2,1,21
2012,10,1,2,1,1,1,32
2012,10,3,2,2,1,1,21
2012,10,1,1,2,1,1,2
2012,10,4,2,1,1,1,3
2012,10,4,2,1,1,1,1
2012,10,4,1,1,1,1,23
2012,10,1,2,1,1,1,1
2012,10,4,2,1,1,1,32
2012,10,1,2,2,1,1,24
2012,10,1,2,2,1,2,3
2012,10,1,1,2,1,1,33
2012,10,1,1,1,2,1,21
2012,10,1,2,1,1,1,33
2012,10,1,2,2,3,2,1
2012,10,4,2,1,2,1,1
2012,10,4,2,2,3,2,3
2012,10,1,2,2,1,1,2
2012,10,1,1,1,2,2,21
2012,10,1,2,1,2,1,23
2012,10,1,2,1,1,1,22
2012,10,1,2,1,1,1,21
2012,10,1,1,1,2,2,21
2012,10,1,1,1,1,1,21
2012,10,4,1,1,2,2,34
2012,10,1,2,1,1,1,32
2012,10,1,1,2,1,1,33
2012,10,1,2,1,1,1,3
2012,10,4,1,1,1,1,1
2012,10,1,1,1,1,1,21
2012,10,1,1,2,1,1,21
2012,10,1,2,2,1,1,21
2012,10,1,1,1,2,1,21
2012,10,1,2,1,1,1,1
2012,9,1,2,1,1,1,41
2012,8,1,2,1,2,2,24
2012,8,1,2,1,2,2,41
2012,8,4,2,1,2,1,2
2012,9,1,2,2,1,1,21
2012,9,4,2,1,1,1,23
2012,9,1,1,2,1,1,21
2012,9,1,2,1,3,2,2
2012,9,1,1,1,3,2,23
2012,9,1,1,2,1,1,21
2012,9,1,1,1,1,1,41
2012,9,1,1,1,3,2,23
2012,9,1,2,1,1,1,36
2012,9,2,2,1,2,2,3
2012,9,3,2,2,3,2,4
2012,9,1,1,1,2,1,21
2012,9,4,2,1,1,1,21
2012,9,1,2,2,1,2,3
2012,9,4,1,1,3,2,2
2012,9,1,2,2,1,1,36
2012,9,1,1,2,1,1,2
2012,9,1,2,1,3,2,22
2012,10,1,2,1,1,1,41
2012,10,2,2,2,2,2,31
2012,10,1,2,1,1,1,2
2012,10,1,2,1,1,1,21
2012,10,4,2,1,1,1,1
2012,10,4,2,1,1,1,2
2012,10,4,1,2,2,1,3
2012,10,1,1,2,1,1,23
2012,10,1,2,1,1,1,34
2012,10,3,2,2,1,1,33
2012,10,4,2,2,3,2,2
2012,10,1,2,2,1,1,21
2012,10,1,2,1,1,1,2
2012,9,1,2,1,1,1,21
2012,10,1,2,1,1,1,22
2012,10,1,1,1,1,1,21
2012,10,4,2,2,2,1,23
2012,10,2,2,1,3,2,3
2012,10,1,2,1,2,1,1
2012,10,4,2,2,1,1,3
2012,10,4,2,1,3,2,2
2012,10,1,1,1,1,1,21
2012,10,4,2,2,1,1,2
2012,10,4,2,2,8,1,2
2012,10,4,2,1,1,1,3
2012,10,1,1,1,1,1,22
2012,10,1,2,2,1,2,21
2012,10,1,1,1,3,2,2
2012,10,1,2,2,1,1,23
2012,10,1,1,1,2,1,21
2012,10,1,2,1,1,1,1
2012,10,4,1,4,2,1,21
2012,10,4,2,1,1,1,21
2012,10,1,1,1,2,1,2
2012,10,1,2,1,1,1,1
2012,10,1,1,1,1,1,21
2012,10,4,1,1,3,2,21
2012,10,1,2,2,1,1,3
2012,10,4,2,1,1,1,1
2012,10,1,2,1,1,1,2
2012,10,1,1,1,2,1,21
2012,10,1,1,1,2,1,21
2012,9,1,2,2,1,1,3
2012,10,1,1,1,1,1,41
2012,10,1,2,1,1,1,1
2012,10,1,2,1,3,2,34
2012,10,3,2,1,1,1,1
2012,10,1,1,2,1,1,37
2012,10,4,1,2,1,1,1
2012,10,1,2,1,1,1,3
2012,10,1,1,1,2,2,21
2012,9,1,2,1,1,1,4
2012,10,1,2,1,1,1,1
2012,10,1,1,1,2,1,21
2012,10,1,2,1,1,1,21
2012,10,1,2,1,1,1,1
2012,10,1,1,1,2,1,23
2012,10,1,2,2,1,1,3
2012,10,1,2,1,3,2,2
2012,9,4,2,2,3,2,1
2012,10,1,2,2,1,1,3
2012,10,1,1,1,3,2,21
2012,10,1,1,1,1,1,37
2012,10,1,1,1,1,1,21
2012,10,1,2,1,2,1,41
2012,10,1,1,2,2,1,21
2012,10,1,2,1,1,1,37
2012,10,1,1,1,1,1,21
2012,10,4,1,1,1,1,21
2012,10,1,2,1,1,1,2
2012,10,1,2,1,1,1,21
2012,10,1,2,1,1,1,1
2012,10,3,1,2,1,1,21
2012,10,4,2,1,2,2,1
2012,10,2,2,1,3,2,3
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,37
2012,8,1,1,1,1,1,2
2012,10,4,2,1,1,1,32
2012,10,1,2,1,3,2,21
2012,8,4,2,1,1,1,41
2012,8,1,1,1,1,1,41
2012,8,1,1,1,2,1,41
2012,8,4,1,1,1,1,23
2012,8,1,1,1,2,1,41
2012,8,1,1,1,1,1,22
2012,8,1,1,1,3,2,22
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,24
2012,8,1,1,2,1,1,37
2012,8,1,1,1,1,1,21
2012,9,4,1,1,2,1,41
2012,9,1,2,1,1,1,21
2012,3,4,1,2,4,2,4
2012,5,4,1,2,3,2,33
2012,6,1,1,1,1,1,21
2012,7,1,1,1,1,1,41
2012,8,1,1,2,1,1,21
2012,8,1,1,2,3,2,21
2012,8,1,1,2,1,1,1
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,22
2012,8,1,1,1,2,1,41
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,37
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,37
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,41
2012,8,1,1,1,2,2,24
2012,8,1,2,4,1,1,1
2012,8,1,1,1,2,1,33
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,22
2012,8,1,1,1,2,1,21
2012,8,1,1,1,2,1,21
2012,8,1,1,1,2,1,22
2012,8,1,1,2,1,1,37
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,32
2012,8,1,1,1,1,1,3
2012,8,1,1,1,1,1,24
2012,8,1,1,2,2,1,21
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,22
2012,8,4,1,1,1,1,41
2012,8,4,1,2,1,1,36
2012,8,1,1,1,1,1,22
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,23
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,1
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,1
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,33
2012,8,1,1,1,1,1,37
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,1
2012,8,1,2,2,1,1,3
2012,8,1,2,1,1,1,24
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,1
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,37
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,22
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,21
2012,2,1,2,2,5,5,3
2012,9,4,2,2,1,1,1
2012,8,1,1,1,2,2,23
2012,8,1,1,1,2,1,21
2012,8,1,1,1,2,2,21
2012,8,1,1,1,1,1,37
2012,8,1,1,1,3,2,21
2012,8,1,1,1,3,2,21
2012,8,1,1,1,3,2,22
2012,8,4,1,1,3,2,3
2012,8,1,2,1,1,1,3
2012,8,1,1,1,1,1,22
2012,8,1,1,2,1,1,21
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,37
2012,8,1,1,1,1,1,21
2012,8,1,1,2,1,1,21
2012,8,4,1,2,1,1,33
2012,8,1,1,2,1,1,21
2012,8,1,1,2,1,1,34
2012,8,1,1,1,1,1,21
2012,8,1,1,1,1,1,23
2012,8,1,1,1,1,1,22
2012,8,1,1,2,1,1,23
2012,8,1,1,1,1,1,34
2012,8,1,1,1,1,1,41
2012,8,1,1,2,1,1,21
2012,8,1,1,2,1,1,1
2012,8,4,1,1,1,1,41
2012,8,1,1,1,1,1,41
2012,8,1,1,1,1,1,1
2012,8,1,1,1,2,1,21
2012,8,1,1,1,2,1,33
2012,8,4,1,1,1,1,41
2012,9,1,2,2,1,1,32
2012,9,1,1,1,1,1,22
2012,9,1,1,1,1,1,24
2012,9,1,1,1,1,1,37
2012,9,1,1,1,1,1,22
2012,9,4,2,1,1,1,41
2012,9,4,1,1,1,1,41
2012,9,1,1,1,1,1,21
2012,9,1,1,1,1,1,22
2012,9,1,1,1,1,1,3
2012,9,1,1,1,1,1,22
2012,9,4,2,2,1,1,2
2012,9,4,1,2,1,1,3
2012,9,1,1,1,1,1,3
2012,9,1,1,1,1,1,36
2012,9,4,1,1,3,2,2
2012,9,1,1,1,3,2,22
2012,9,1,1,1,3,2,37
2012,9,4,1,1,1,1,21
2012,9,4,1,1,1,1,41
2012,10,1,2,1,1,1,21
2012,10,1,1,1,1,1,41
2012,10,1,1,1,2,1,41
2012,10,1,1,1,1,1,21
2012,10,1,1,2,1,1,32
2012,10,1,1,1,1,1,21
2012,10,1,2,1,3,2,23
2012,10,1,2,1,1,1,41
2012,10,1,1,2,1,1,23
2012,10,3,1,1,1,1,41
2012,10,4,1,2,3,2,23
2012,10,4,2,1,3,2,1
2012,10,1,2,2,2,1,21
2012,10,1,1,2,1,1,21
2012,10,1,1,2,1,1,21
2012,10,2,2,1,2,1,3
2012,10,1,2,1,1,1,22
2012,10,1,1,1,1,1,23
2012,10,1,1,1,1,1,33
2012,10,1,1,1,1,2,21
2012,10,3,1,1,1,1,1
2012,10,4,1,1,3,2,34
2012,1,4,2,1,1,5,1
2012,10,1,1,3,1,1,3
2012,2,1,1,1,1,1,1
2012,6,4,2,1,3,2,3
2012,10,1,1,1,2,1,41
2012,10,4,2,2,1,1,3
2012,10,1,2,1,2,1,32
2012,6,1,1,1,1,1,41
2012,11,1,1,1,2,2,21
2012,10,1,1,1,1,1,21
2012,8,4,2,2,1,1,2
2012,9,4,2,1,1,1,41
2012,9,1,1,1,1,1,21
2012,9,1,1,1,1,1,41
2012,9,1,1,1,2,1,41
2012,9,1,1,2,1,1,21
2012,10,3,1,1,3,2,21
2012,10,4,1,1,1,1,1
2012,10,3,2,2,1,1,2
2012,10,1,1,1,2,1,41
2012,10,4,2,1,1,1,1
2012,10,4,2,2,1,1,1
2012,10,1,2,1,1,1,23
2012,10,1,2,1,1,1,24
2012,10,1,1,1,1,1,32
2012,10,1,2,2,1,1,3
2012,10,4,2,1,2,2,2
2012,10,4,2,1,1,1,1
2012,10,4,2,1,3,2,3
2012,10,1,1,2,1,1,23
2012,10,1,2,1,1,1,21
2012,10,1,1,2,1,1,21
2012,10,4,2,2,1,1,31
2012,10,1,1,1,1,1,21
2012,10,1,2,1,2,1,34
2012,10,4,1,1,1,1,1
2012,10,1,2,1,1,1,36
2012,10,1,2,2,1,1,3
2012,10,1,1,1,1,1,37
2012,10,1,1,2,1,1,21
2012,10,1,1,1,1,1,2
2012,10,1,2,2,1,1,24
2012,10,1,1,2,1,1,1
2012,10,1,2,1,1,1,21
2012,10,1,2,2,1,1,2
2012,10,3,2,1,3,2,1
2012,10,1,2,2,3,2,2
2012,10,1,1,2,3,2,21
2012,10,1,1,2,3,2,21
2012,10,4,2,1,3,2,2
2012,10,1,2,2,1,1,21
2012,10,4,2,2,3,2,2
2012,10,4,2,2,2,2,2
2012,10,4,2,1,3,2,3
2012,10,4,1,1,3,2,1
2012,10,4,2,1,1,1,1
2012,10,3,2,1,1,1,1
2012,10,1,2,1,1,1,21
2012,10,1,1,1,1,1,21
2012,10,1,1,4,1,1,21
2012,10,1,1,1,1,1,21
2012,10,4,1,1,2,2,2
2012,10,2,1,1,3,2,21
2012,10,1,1,1,3,2,1
2012,10,1,1,1,3,2,21
2012,11,1,1,2,2,2,3
2012,11,1,1,1,2,2,23
2012,11,4,2,2,1,1,1
2012,7,1,1,1,1,1,21
2012,7,1,2,1,1,1,21
2012,10,1,2,2,1,1,1
2012,10,1,2,1,2,1,1
2012,10,2,2,2,1,10,1
2012,10,4,1,2,1,1,1
2012,10,1,1,2,2,2,23
2012,10,4,1,2,2,1,2
2012,9,1,1,2,3,2,21
2012,9,1,1,2,1,1,23
2012,9,1,1,2,3,2,2
2012,9,1,2,1,2,1,21
2012,9,1,1,1,2,2,23
2012,9,1,2,1,1,1,1
2012,9,2,1,1,1,1,21
2012,9,1,1,1,1,1,21
2012,9,1,1,1,1,1,23
2012,9,1,2,1,3,2,21
2012,9,1,1,2,3,2,21
2012,9,3,1,1,2,1,41
2012,9,3,1,1,2,1,33
2012,9,3,1,1,1,1,41
2012,9,1,1,2,1,1,33
2012,9,1,1,1,1,1,24
2012,9,1,2,1,1,1,1
2012,9,1,2,2,1,1,21
2012,9,1,2,1,3,2,23
2012,10,3,1,1,1,1,21
2012,10,1,1,1,1,1,21
2012,10,1,1,1,1,1,21
2012,10,1,1,1,1,1,41
2012,10,4,2,2,2,2,34
2012,10,1,2,1,1,1,22
2012,10,1,1,2,1,1,21
2012,10,2,1,1,1,1,41
2012,10,1,2,1,2,1,41
2012,10,1,1,1,3,2,1
2012,10,1,2,1,1,1,22
2012,10,1,1,1,1,1,37
2012,10,1,2,2,1,1,21
2012,10,4,1,1,1,1,24
2012,10,4,1,2,1,1,37
2012,10,4,2,1,3,2,1
2012,10,1,1,1,1,1,21
2012,10,1,2,2,1,1,23
2012,10,1,1,2,1,1,2
2012,10,1,2,1,1,1,22
2012,10,1,2,1,1,1,21
2012,10,1,2,2,1,1,1
2012,10,4,2,2,1,1,22
2012,10,4,2,1,1,1,1
2012,10,1,1,1,1,1,21
2012,10,1,2,2,1,1,21
2012,10,1,2,2,1,1,21
2012,10,4,1,1,1,1,23
2012,10,1,1,1,2,1,1
2012,10,4,2,2,1,1,3
2012,10,1,1,1,1,1,33
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,1
2012,10,1,2,2,1,1,37
2012,10,1,2,2,1,1,2
2012,10,4,2,2,1,1,4
2012,10,1,2,2,1,1,3
2012,10,4,2,1,6,2,1
2012,10,1,2,2,2,1,21
2012,10,1,2,1,3,2,1
2012,10,1,1,2,2,1,21
2012,10,1,2,1,2,1,21
2012,10,4,2,1,6,2,1
2012,10,1,1,2,3,2,21
2012,10,1,1,1,2,2,34
2012,10,1,1,2,2,1,33
2012,10,4,2,1,2,1,1
2012,10,1,1,1,3,2,24
2012,10,1,2,2,2,1,33
2012,10,1,1,1,2,2,21
2012,10,2,2,1,3,2,4
2012,10,1,2,1,1,1,34
2012,10,1,1,1,3,2,41
2012,10,1,1,1,1,1,41
2012,10,1,2,2,2,2,24
2012,10,4,2,1,1,1,2
2012,10,1,2,2,2,1,32
2012,10,4,2,1,1,1,1
2012,10,1,2,1,1,1,37
2012,10,1,2,1,1,1,21
2012,10,1,2,2,1,1,34
2012,10,4,2,1,1,1,1
2012,10,1,2,1,1,1,34
2012,10,1,1,1,1,1,32
2012,10,1,1,1,1,1,37
2012,10,4,2,1,1,1,1
2012,10,4,2,1,1,1,23
2012,10,4,2,1,1,1,3
2012,10,3,2,1,1,1,1
2012,10,1,2,1,1,1,41
2012,10,2,2,1,1,1,21
2012,10,4,1,1,1,1,41
2012,10,4,1,1,1,1,1
2012,10,1,2,1,1,1,21
2012,10,1,2,2,1,1,37
2012,10,1,1,1,1,1,21
2012,10,1,2,1,1,1,37
2012,10,1,2,1,1,1,21
2012,10,1,2,1,2,2,37
2012,10,1,1,1,1,2,21
2012,10,1,2,2,2,2,3
2012,10,4,1,1,2,1,41
2012,10,1,2,2,3,2,36
2012,10,1,1,1,2,2,37
2012,10,1,1,1,3,2,21
2012,10,1,2,1,1,1,2
2012,7,4,2,3,1,1,4
2012,6,1,2,1,2,1,21
2012,9,1,1,1,1,1,37
2012,9,4,2,1,1,1,21
2012,9,1,1,1,1,1,2
2012,9,1,1,2,2,1,24
2012,9,4,2,1,3,2,2
2012,10,1,1,1,1,1,41
2012,10,4,2,2,1,1,33
2012,10,4,2,1,1,1,1
2012,10,1,2,1,1,1,21
2012,10,4,2,2,2,1,1
2012,10,1,2,1,3,2,41
2012,10,1,2,2,3,2,23
2012,10,3,2,1,2,1,1
2012,10,4,2,1,3,2,1
2012,10,4,1,2,3,2,3
2012,10,1,2,2,3,2,2
2012,11,1,1,1,2,2,22
2012,11,1,2,1,3,2,21
2012,11,4,1,1,2,2,34
2012,11,1,2,2,6,2,3
2012,11,4,1,1,1,1,3
2012,11,1,2,1,1,1,21
2012,11,4,2,1,6,2,1
2012,11,4,2,1,6,2,3
2012,11,4,1,1,1,1,1
2012,11,1,2,1,1,1,3
2012,11,1,2,1,2,1,36
2012,11,1,2,1,1,1,21
2012,11,1,1,1,1,1,22
2012,11,4,2,1,1,1,1
2012,11,1,2,1,1,1,1
2012,10,1,2,3,1,1,31
2012,5,1,2,2,1,1,31
2012,11,1,1,1,1,1,3
2012,9,4,1,4,1,1,1
2012,10,1,1,2,1,1,1
2012,10,1,1,1,1,1,22
2012,10,1,1,1,1,1,41
2012,10,1,1,1,2,1,41
2012,10,1,1,1,1,1,22
2012,10,4,2,2,6,2,2
2012,10,4,1,2,3,2,1
